[cefgetfile] Start
[cefgetfile] Parsing parameters ...OK
2026-02-12 14:10:58.636 [cefgetfile] INFO: [client] Config directory is ./h6
2026-02-12 14:10:58.637 [cefgetfile] INFO: [client] Local Socket Name is /tmp/cef_9695.6
2026-02-12 14:10:58.637 [cefgetfile] INFO: [client] Listen Port is 9695
[cefgetfile] Init Cefore Client package ... OK
[cefgetfile] Conversion from URI into Name ... OK
[cefgetfile] Checking the output file ... OK
[cefgetfile] Connect to cefnetd ... OK
[cefgetfile] URI=ccnx:/video/stream/content2
[cefgetfile] Start sending Interests
2026-02-12 14:10:58.886 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.888 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.912 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.916 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.927 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.942 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.946 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.971 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.980 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:58.983 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.002 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.020 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.027 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.036 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.044 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.052 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.061 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.066 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.067 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.070 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:59.071 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
