[cefgetfile] Start
[cefgetfile] Parsing parameters ...OK
2026-02-12 14:10:47.142 [cefgetfile] INFO: [client] Config directory is ./h1
2026-02-12 14:10:47.142 [cefgetfile] INFO: [client] Local Socket Name is /tmp/cef_9695.1
2026-02-12 14:10:47.142 [cefgetfile] INFO: [client] Listen Port is 9695
[cefgetfile] Init Cefore Client package ... OK
[cefgetfile] Conversion from URI into Name ... OK
[cefgetfile] Checking the output file ... OK
[cefgetfile] Connect to cefnetd ... OK
[cefgetfile] URI=ccnx:/video/stream/content1
[cefgetfile] Start sending Interests
2026-02-12 14:10:47.322 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.325 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.326 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.327 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.329 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.329 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.330 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.332 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.333 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.334 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.334 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.335 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.337 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.338 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.338 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.339 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.339 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.340 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.341 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.342 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.342 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.343 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.344 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.346 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.347 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.348 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.349 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.349 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.350 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.351 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.352 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 14:10:47.352 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
