experiment_dir,num,hosts,switches,seed,k,down_interval,down_duration,down_count,down_stagger,down_exclude,cache_count,get_interval,filename,host_id,content_id,file_seed,down_hosts,get_idx,phase,cycle,timestamp,uri,rx_frames_all,rx_frames_content,rx_bytes_all,rx_bytes_content,duration_sec,throughput_bps,goodput_bps,jitter_ave_us,jitter_max_us,jitter_var_us,success
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx0_h6.log",6,,42,"0,1,2,3,4,5,6,10,11,12,13,14",0,eval,0,,ccnx:/video/stream/content1,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx2_h12.log",12,,42,"0,1,2,3,4,5,6,10,11,12,13,14",2,eval,0,,ccnx:/video/stream/content3,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx3_h3.log",3,,42,"0,1,2,3,4,5,6,10,11,12,13,14",3,eval,0,,ccnx:/test/data/content1,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx4_h3.log",3,,42,"0,1,2,3,4,5,6,10,11,12,13,14",4,eval,0,,ccnx:/test/data/content1,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx5_h9.log",9,,42,"0,1,2,3,4,5,6,10,11,12,13,14",5,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.305,12199274,11397389,359,26352,863087,True
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phaseeval_cycle0_idx6_h9.log",9,,42,"0,1,2,3,4,5,6,10,11,12,13,14",6,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.092,40829741,38145911,107,2664,9490,True
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phasewarmup_cycle0_idx0_h0.log",0,,42,"0,1,2,3,4,5,6,10,11,12,13,14",0,warmup,0,,ccnx:/emergency/alert/content1,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phasewarmup_cycle0_idx10_h5.log",5,,42,"0,1,2,3,4,5,6,10,11,12,13,14",10,warmup,0,,ccnx:/emergency/alert/content1,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phasewarmup_cycle0_idx11_h5.log",5,,42,"0,1,2,3,4,5,6,10,11,12,13,14",11,warmup,0,,ccnx:/emergency/alert/content2,0,0,,,,,,,,,False
ex12_seed42,12,15,100,42,2,10,140,13,1,,0,10,"cefgetfile_seed42_downhosts0,1,2,3,4,5,6,10,11,12,13,14_phasewarmup_cycle0_idx14_h10.log",10,,42,"0,1,2,3,4,5,6,10,11,12,13,14",14,warmup,0,,ccnx:/emergency/alert/content1,0,0,,,,,,,,,False
