experiment_dir,num,hosts,switches,seed,k,down_interval,down_duration,down_count,down_stagger,down_exclude,cache_count,get_interval,filename,host_id,content_id,file_seed,down_hosts,get_idx,phase,cycle,timestamp,uri,rx_frames_all,rx_frames_content,rx_bytes_all,rx_bytes_content,duration_sec,throughput_bps,goodput_bps,jitter_ave_us,jitter_max_us,jitter_var_us,success
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9,10_phaseeval_cycle0_idx2_h6.log",6,,42,"1,2,3,4,5,6,7,8,9,10",2,eval,0,,ccnx:/video/stream/content3,0,0,,,,,,,,,False
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9,10_phaseeval_cycle0_idx3_h0.log",0,,42,"1,2,3,4,5,6,7,8,9,10",3,eval,0,,ccnx:/test/data/content1,847,847,463882,433390,0.474,7835927,7320854,559,47964,2923171,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9_phaseeval_cycle0_idx1_h6.log",6,,42,"1,2,3,4,5,6,7,8,9",1,eval,0,,ccnx:/video/stream/content2,0,0,,,,,,,,,False
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7_phaseeval_cycle0_idx0_h1.log",1,,42,"1,2,3,4,5,6,7",0,eval,0,,ccnx:/video/stream/content1,0,0,,,,,,,,,False
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx0_h0.log",0,,42,"1,2",0,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx10_h2.log",2,,42,"1,2",10,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx11_h2.log",2,,42,"1,2",11,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx12_h5.log",5,,42,"1,2",12,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx13_h5.log",5,,42,"1,2",13,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx14_h6.log",6,,42,"1,2",14,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx15_h6.log",6,,42,"1,2",15,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx1_h0.log",0,,42,"1,2",1,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx2_h3.log",3,,42,"1,2",2,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx3_h3.log",3,,42,"1,2",3,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx4_h4.log",4,,42,"1,2",4,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx5_h4.log",4,,42,"1,2",5,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx6_h11.log",11,,42,"1,2",6,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx7_h11.log",11,,42,"1,2",7,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx8_h1.log",1,,42,"1,2",8,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2_phasewarmup_cycle0_idx9_h1.log",1,,42,"1,2",9,warmup,0,,,,,,,,,,,,,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx0_h1.log,1,,42,none,0,eval,0,,ccnx:/video/stream/content1,424,424,449926,433390,0.246,14677263,14137834,578,6072,783834,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx1_h6.log,6,,42,none,1,eval,0,,ccnx:/video/stream/content2,424,424,449926,433390,0.303,11934257,11495641,711,80167,16033865,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx2_h6.log,6,,42,none,2,eval,0,,ccnx:/video/stream/content3,424,424,449926,433390,0.211,17117703,16488581,495,8984,1091673,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx3_h0.log,0,,42,none,3,eval,0,,ccnx:/test/data/content1,847,847,463882,433390,0.273,13647150,12750092,321,24864,806098,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx4_h8.log,8,,42,none,4,eval,0,,ccnx:/test/data/content1,847,847,463882,433390,0.127,29330382,27402431,149,3296,19289,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx5_h8.log,8,,42,none,5,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.089,42245019,39468160,103,3105,11277,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle0_idx6_h18.log,18,,42,none,6,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.521,7134121,6665180,614,7981,222910,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx0_h1.log,1,,42,none,0,eval,1,,ccnx:/video/stream/content1,424,424,449926,433390,0.229,15754194,15175184,538,6656,716461,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx1_h6.log,6,,42,none,1,eval,1,,ccnx:/video/stream/content2,424,424,449926,433390,0.175,20676983,19917048,410,8935,671335,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx2_h6.log,6,,42,none,2,eval,1,,ccnx:/video/stream/content3,424,424,449926,433390,0.169,21365275,20580043,397,7901,770626,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx3_h0.log,0,,42,none,3,eval,1,,ccnx:/test/data/content1,847,847,463882,433390,0.318,11697760,10928840,374,6873,185813,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx4_h8.log,8,,42,none,4,eval,1,,ccnx:/test/data/content1,847,847,463882,433390,0.091,41225710,38515852,106,5377,34250,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx5_h8.log,8,,42,none,5,eval,1,,ccnx:/test/data/content2,847,847,463882,433390,0.119,31303191,29245563,139,5346,32718,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle1_idx6_h18.log,18,,42,none,6,eval,1,,ccnx:/test/data/content2,847,847,463882,433390,0.613,6064441,5665812,722,3183,290877,True
ex15_seed42,15,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhostsnone_phaseeval_cycle2_idx0_h1.log,1,,42,none,0,eval,2,,ccnx:/video/stream/content1,424,424,449926,433390,0.203,17793218,17139269,477,9702,716708,True
