experiment_dir,num,hosts,switches,seed,k,down_interval,down_duration,down_count,down_stagger,down_exclude,cache_count,get_interval,filename,host_id,content_id,file_seed,down_hosts,get_idx,phase,cycle,timestamp,uri,rx_frames_all,rx_frames_content,rx_bytes_all,rx_bytes_content,duration_sec,throughput_bps,goodput_bps,jitter_ave_us,jitter_max_us,jitter_var_us,success
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx0_h0.log",0,,42,"0,1,11,14,15,17",0,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx10_h2.log",2,,42,"0,1,11,14,15,17",10,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx11_h2.log",2,,42,"0,1,11,14,15,17",11,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx1_h0.log",0,,42,"0,1,11,14,15,17",1,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx2_h3.log",3,,42,"0,1,11,14,15,17",2,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx3_h3.log",3,,42,"0,1,11,14,15,17",3,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx4_h4.log",4,,42,"0,1,11,14,15,17",4,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx5_h4.log",4,,42,"0,1,11,14,15,17",5,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx6_h11.log",11,,42,"0,1,11,14,15,17",6,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx7_h11.log",11,,42,"0,1,11,14,15,17",7,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx8_h1.log",1,,42,"0,1,11,14,15,17",8,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,11,14,15,17_phasewarmup_cycle0_idx9_h1.log",1,,42,"0,1,11,14,15,17",9,warmup,0,,,,,,,,,,,,,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,2,11,18,19_phaseeval_cycle0_idx5_h8.log",8,,42,"0,1,2,11,18,19",5,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.127,29331541,27403514,149,3878,21051,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,2,11,19_phaseeval_cycle0_idx5_h8.log",8,,42,"0,1,2,11,19",5,eval,0,,ccnx:/test/data/content2,847,847,463882,433390,0.105,35685975,33340256,122,5002,32722,True
ex14_seed42,14,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts0,1,2,13,14_phaseeval_cycle2_idx4_h8.log",8,,42,"0,1,2,13,14",4,eval,2,,ccnx:/test/data/content1,847,847,463882,433390,0.106,35148234,32837862,124,8589,86798,True
