[cefgetfile] Start
[cefgetfile] Parsing parameters ...OK
2026-02-12 10:42:36.213 [cefgetfile] INFO: [client] Config directory is ./h6
2026-02-12 10:42:36.213 [cefgetfile] INFO: [client] Local Socket Name is /tmp/cef_9695.6
2026-02-12 10:42:36.213 [cefgetfile] INFO: [client] Listen Port is 9695
[cefgetfile] Init Cefore Client package ... OK
[cefgetfile] Conversion from URI into Name ... OK
[cefgetfile] Checking the output file ... OK
[cefgetfile] Connect to cefnetd ... OK
[cefgetfile] URI=ccnx:/video/stream/content2
[cefgetfile] Start sending Interests
2026-02-12 10:42:36.473 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.488 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.492 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.503 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.509 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.535 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.540 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.554 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.563 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.568 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.591 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.613 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.633 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.642 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.651 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.657 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.667 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.672 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.674 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.675 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.678 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.679 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.681 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.682 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.683 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.685 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.688 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.689 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
2026-02-12 10:42:36.691 [cefgetfile] WARNING: Unknown VALIDATION_ALG:type=2, length=0
