experiment_dir,num,hosts,switches,seed,k,down_interval,down_duration,down_count,down_stagger,down_exclude,cache_count,get_interval,filename,host_id,content_id,file_seed,down_hosts,get_idx,phase,cycle,timestamp,uri,rx_frames_all,rx_frames_content,rx_bytes_all,rx_bytes_content,duration_sec,throughput_bps,goodput_bps,jitter_ave_us,jitter_max_us,jitter_var_us,success
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9,10_phaseeval_cycle0_idx5_h8.log",8,,42,"1,2,3,4,5,6,7,8,9,10",5,eval,0,,ccnx:/test/data/content2,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9,10_phaseeval_cycle0_idx6_h18.log",18,,42,"1,2,3,4,5,6,7,8,9,10",6,eval,0,,ccnx:/test/data/content2,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7,8,9_phaseeval_cycle0_idx4_h8.log",8,,42,"1,2,3,4,5,6,7,8,9",4,eval,0,,ccnx:/test/data/content1,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6,7_phaseeval_cycle0_idx3_h0.log",0,,42,"1,2,3,4,5,6,7",3,eval,0,,ccnx:/test/data/content1,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5,6_phaseeval_cycle0_idx2_h6.log",6,,42,"1,2,3,4,5,6",2,eval,0,,ccnx:/video/stream/content3,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4,5_phaseeval_cycle0_idx1_h6.log",6,,42,"1,2,3,4,5",1,eval,0,,ccnx:/video/stream/content2,424,424,449926,433390,0.287,12590801,12128055,674,52078,7394770,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,"cefgetfile_seed42_downhosts1,2,3,4_phaseeval_cycle0_idx0_h1.log",1,,42,"1,2,3,4",0,eval,0,,ccnx:/video/stream/content1,0,0,,,,,,,,,False
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx0_h0.log,0,,42,1,0,warmup,0,,,,,,,,,,,,,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx10_h2.log,2,,42,1,10,warmup,0,,,,,,,,,,,,,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx11_h2.log,2,,42,1,11,warmup,0,,,,,,,,,,,,,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx12_h5.log,5,,42,1,12,warmup,0,,,,,,,,,,,,,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx13_h5.log,5,,42,1,13,warmup,0,,,,,,,,,,,,,True
ex16_seed42,16,20,100,42,2,0,0,0,0,,0,10,cefgetfile_seed42_downhosts1_phasewarmup_cycle0_idx14_h6.log,6,,42,1,14,warmup,0,,,,,,,,,,,,,True
